SNP,shoot_mass,growth_init,growth_cess,cold_injury,scaffold,contig,pos.on.contig,is.signif
tscaffold3485_165383_173603__2045,0.892807,0.63574,0.533307,0.698666,tscaffold3485,tscaffold3485_165383_173603,2045,0
tscaffold3485_186304_200151__6951,0.950693,0.544128,0.574254,0.921083,tscaffold3485,tscaffold3485_186304_200151,6951,0
tscaffold3485_2334_5758__1103,0.873763,0.471428,0.92481,0.713367,tscaffold3485,tscaffold3485_2334_5758,1103,0
tscaffold348_787545_789099__759,0.294539,0.722734,0.672066,0.259409,tscaffold348,tscaffold348_787545_789099,759,0
tscaffold3489_226675_236013__5704,0.425728,0.24431,0.165152,0.637207,tscaffold3489,tscaffold3489_226675_236013,5704,0
tscaffold3489_94903_109841__7722,0.600536,0.531206,0.803785,0.943264,tscaffold3489,tscaffold3489_94903_109841,7722,0
tscaffold349_117887_136796__17185,0.197014,0.954893,0.619504,0.756637,tscaffold349,tscaffold349_117887_136796,17185,0
tscaffold3493_14888_15421__121,0.823158,0.630642,0.573475,0.991766,tscaffold3493,tscaffold3493_14888_15421,121,0
tscaffold3493_247067_253719__3343,0.724236,0.594809,0.638622,0.778764,tscaffold3493,tscaffold3493_247067_253719,3343,0
tscaffold3498_549410_551993__1480,0.957299,0.9862,0.928626,0.800884,tscaffold3498,tscaffold3498_549410_551993,1480,0
tscaffold3502_331312_335412__1625,0.188587,0.0156281,0.437423,0.855906,tscaffold3502,tscaffold3502_331312_335412,1625,1
tscaffold3502_34188_36573__630,0.985583,0.869016,0.456517,0.936575,tscaffold3502,tscaffold3502_34188_36573,630,0
tscaffold3504_440656_443176__1312,0.951745,0.683214,0.895864,0.778551,tscaffold3504,tscaffold3504_440656_443176,1312,0
tscaffold3511_983381_986851__799,0.920084,0.945409,0.984813,0.804444,tscaffold3511,tscaffold3511_983381_986851,799,0
tscaffold3534_1068123_1074591__796,0.750772,0.652635,0.903847,0.743077,tscaffold3534,tscaffold3534_1068123_1074591,796,0
tscaffold3534_980210_983000__466,0.934254,0.847961,0.865356,0.804448,tscaffold3534,tscaffold3534_980210_983000,466,0
tscaffold3535_305690_312820__2578,0.933201,0.713654,0.833962,0.799687,tscaffold3535,tscaffold3535_305690_312820,2578,0
tscaffold3547_354151_356868__1071,0.651454,0.561162,0.639428,0.653654,tscaffold3547,tscaffold3547_354151_356868,1071,0
tscaffold3547_752433_763171__3795,0.441688,0.852634,0.753127,0.350958,tscaffold3547,tscaffold3547_752433_763171,3795,0
tscaffold3551_33741_40255__5857,0.457121,0.822311,0.382001,0.501235,tscaffold3551,tscaffold3551_33741_40255,5857,0
tscaffold356_419302_425306__1227,0.985321,0.703462,0.972154,0.871475,tscaffold356,tscaffold356_419302_425306,1227,0
tscaffold3574_379609_384796__4552,0.807277,0.65653,0.814155,0.561181,tscaffold3574,tscaffold3574_379609_384796,4552,0
tscaffold3580_175867_183131__1571,0.890809,0.908113,0.844666,0.994348,tscaffold3580,tscaffold3580_175867_183131,1571,0
tscaffold3580_511085_512039__684,0.868798,0.812039,0.591567,0.622237,tscaffold3580,tscaffold3580_511085_512039,684,0
tscaffold3599_599960_605863__3137,0.465261,0.761441,0.506289,0.938466,tscaffold3599,tscaffold3599_599960_605863,3137,0
tscaffold3610_488585_493211__2178,0.60558,0.219748,0.929587,0.483957,tscaffold3610,tscaffold3610_488585_493211,2178,0
tscaffold361_143769_147511__862,0.823335,0.792778,0.631253,0.859049,tscaffold361,tscaffold361_143769_147511,862,0
tscaffold361_466466_480834__10273,0.576536,0.915507,0.221818,0.150817,tscaffold361,tscaffold361_466466_480834,10273,0
tscaffold3619_244202_250590__1613,0.689829,0.784301,0.980966,0.443293,tscaffold3619,tscaffold3619_244202_250590,1613,0
tscaffold3619_325370_331525__2650,0.911197,0.745578,0.526455,0.112771,tscaffold3619,tscaffold3619_325370_331525,2650,0
tscaffold3620_14117_15840__1159,0.670275,0.628854,0.93555,0.759417,tscaffold3620,tscaffold3620_14117_15840,1159,0
tscaffold362_1144569_1150156__1109,0.562848,0.149627,0.183069,0.108992,tscaffold362,tscaffold362_1144569_1150156,1109,0
tscaffold3641_482617_488630__707,0.874097,0.95469,0.915295,0.953427,tscaffold3641,tscaffold3641_482617_488630,707,0
tscaffold3650_277990_285013__6258,0.950877,0.810087,0.753,0.636182,tscaffold3650,tscaffold3650_277990_285013,6258,0
tscaffold3667_409664_412912__702,0.668216,0.65065,0.799289,0.849037,tscaffold3667,tscaffold3667_409664_412912,702,0
tscaffold3678_18213_21407__1921,0.236919,0.733182,0.112049,0.036814,tscaffold3678,tscaffold3678_18213_21407,1921,0
tscaffold3679_42362_44696__894,0.770416,0.792509,0.948051,0.729955,tscaffold3679,tscaffold3679_42362_44696,894,0
tscaffold3681_785925_794666__2248,0.473187,0.928092,0.535155,0.644693,tscaffold3681,tscaffold3681_785925_794666,2248,0
tscaffold3687_38239_44265__5082,0.551477,0.499399,0.537836,0.577468,tscaffold3687,tscaffold3687_38239_44265,5082,0
tscaffold3715_347983_351106__2642,0.847214,0.992713,0.958926,0.689867,tscaffold3715,tscaffold3715_347983_351106,2642,0
tscaffold3718_53412_55127__1433,0.773682,0.648149,0.85163,0.400979,tscaffold3718,tscaffold3718_53412_55127,1433,0
tscaffold3723_347695_359933__5932,0.974071,0.176171,0.521837,0.6658,tscaffold3723,tscaffold3723_347695_359933,5932,0
tscaffold37_238215_240217__1155,0.643918,0.802296,0.85914,0.73827,tscaffold37,tscaffold37_238215_240217,1155,0
tscaffold3725_217831_220208__1688,0.936424,0.769631,0.952642,0.95978,tscaffold3725,tscaffold3725_217831_220208,1688,0
tscaffold37_309768_311655__1245,0.696282,0.770582,0.879823,0.568988,tscaffold37,tscaffold37_309768_311655,1245,0
tscaffold37_316336_317076__323,0.300559,0.595453,0.709971,0.445689,tscaffold37,tscaffold37_316336_317076,323,0
tscaffold3732_203936_206534__1395,0.549837,0.821566,0.623152,0.767461,tscaffold3732,tscaffold3732_203936_206534,1395,0
tscaffold3734_4166572_4167188__338,0.887123,0.91521,0.791848,0.917825,tscaffold3734,tscaffold3734_4166572_4167188,338,0
tscaffold3740_2766_5617__1610,0.93512,0.653868,0.691923,0.694485,tscaffold3740,tscaffold3740_2766_5617,1610,0
tscaffold3743_314147_318934__4260,0.0784074,0.6879,0.53428,0.422405,tscaffold3743,tscaffold3743_314147_318934,4260,0
tscaffold3745_289321_298796__2253,0.939706,0.849363,0.96814,0.962785,tscaffold3745,tscaffold3745_289321_298796,2253,0
tscaffold3745_697675_703862__3881,0.902142,0.969462,0.744511,0.703318,tscaffold3745,tscaffold3745_697675_703862,3881,0
tscaffold3747_566407_569959__856,0.950438,0.720509,0.912657,0.933618,tscaffold3747,tscaffold3747_566407_569959,856,0
tscaffold3751_529273_541012__6132,0.937579,0.0781574,0.913707,0.469228,tscaffold3751,tscaffold3751_529273_541012,6132,0
tscaffold3772_63310_66631__1296,0.880237,0.908088,0.697761,0.953699,tscaffold3772,tscaffold3772_63310_66631,1296,0
tscaffold3772_648365_654420__4927,0.200625,0.255463,0.981811,0.529542,tscaffold3772,tscaffold3772_648365_654420,4927,0
tscaffold377_896576_902632__2104,0.894961,0.942334,0.914734,0.573657,tscaffold377,tscaffold377_896576_902632,2104,0
tscaffold3792_41056_47155__2649,0.597165,0.566859,0.308046,0.918244,tscaffold3792,tscaffold3792_41056_47155,2649,0
tscaffold3796_348862_351591__904,0.973747,0.886522,0.909749,0.864933,tscaffold3796,tscaffold3796_348862_351591,904,0
tscaffold3796_588513_591320__2083,0.712289,0.729214,0.811846,0.978827,tscaffold3796,tscaffold3796_588513_591320,2083,0
tscaffold3798_156098_157564__716,0.00210675,0.0284431,0.104483,0.844765,tscaffold3798,tscaffold3798_156098_157564,716,1
tscaffold3798_278020_280900__1688,0.237457,0.275222,0.951862,0.365083,tscaffold3798,tscaffold3798_278020_280900,1688,0
tscaffold380_254433_255863__400,0.785957,0.840672,0.807345,0.833274,tscaffold380,tscaffold380_254433_255863,400,0
tscaffold380_586910_588998__1469,0.275298,0.8351,0.476485,0.639019,tscaffold380,tscaffold380_586910_588998,1469,0
tscaffold3818_297499_299704__1449,0.625294,0.223107,0.895033,0.979528,tscaffold3818,tscaffold3818_297499_299704,1449,0
tscaffold3822_412380_421115__7967,0.724929,0.559392,0.475667,0.525087,tscaffold3822,tscaffold3822_412380_421115,7967,0
tscaffold3824_539442_551949__7488,0.571866,0.844653,0.614252,0.411217,tscaffold3824,tscaffold3824_539442_551949,7488,0
tscaffold3829_28951_36436__6844,0.839511,0.429439,0.938278,0.836995,tscaffold3829,tscaffold3829_28951_36436,6844,0
tscaffold38_332337_336919__852,0.523505,0.955381,0.789337,0.095873,tscaffold38,tscaffold38_332337_336919,852,0
tscaffold3853_348534_352630__1886,0.904551,0.406828,0.869448,0.960259,tscaffold3853,tscaffold3853_348534_352630,1886,0
tscaffold3858_852680_854294__641,0.935035,0.515711,0.838035,0.830586,tscaffold3858,tscaffold3858_852680_854294,641,0
tscaffold3861_43382_46399__2458,0.367197,0.906321,0.577301,0.641984,tscaffold3861,tscaffold3861_43382_46399,2458,0
tscaffold3864_219320_223948__3974,0.874086,0.613563,0.975685,0.359555,tscaffold3864,tscaffold3864_219320_223948,3974,0
tscaffold3869_375546_380606__4794,0.828058,0.951138,0.883649,0.244298,tscaffold3869,tscaffold3869_375546_380606,4794,0
tscaffold3878_161648_171855__6583,0.677317,0.748943,0.85109,0.804572,tscaffold3878,tscaffold3878_161648_171855,6583,0
tscaffold3881_951853_956117__3655,0.732414,0.91342,0.794017,0.883667,tscaffold3881,tscaffold3881_951853_956117,3655,0
tscaffold3892_965080_967524__1111,0.702375,0.437246,0.874961,0.809269,tscaffold3892,tscaffold3892_965080_967524,1111,0
tscaffold3896_1106784_1110657__2699,0.676044,0.583966,0.73498,0.517903,tscaffold3896,tscaffold3896_1106784_1110657,2699,0
tscaffold3896_286665_290887__974,0.968133,0.947605,0.926678,0.874188,tscaffold3896,tscaffold3896_286665_290887,974,0
tscaffold3904_251752_258200__3379,0.430692,0.704575,0.35066,0.54898,tscaffold3904,tscaffold3904_251752_258200,3379,0
tscaffold3907_132744_135917__1025,0.795478,0.981765,0.846062,0.993668,tscaffold3907,tscaffold3907_132744_135917,1025,0
tscaffold3907_86999_90569__1264,0.638851,0.840331,0.617161,0.995411,tscaffold3907,tscaffold3907_86999_90569,1264,0
tscaffold3913_237440_238579__747,0.839842,0.892359,0.684112,0.969198,tscaffold3913,tscaffold3913_237440_238579,747,0
tscaffold3913_286821_287870__938,0.891919,0.821208,0.996944,0.986031,tscaffold3913,tscaffold3913_286821_287870,938,0
tscaffold3919_24007_30115__5635,0.528115,0.42575,0.147054,0.669027,tscaffold3919,tscaffold3919_24007_30115,5635,0
tscaffold3919_290328_297336__3629,0.169853,0.888004,0.278224,0.416599,tscaffold3919,tscaffold3919_290328_297336,3629,0
tscaffold3924_543911_547872__935,0.655469,0.346664,0.636706,0.942165,tscaffold3924,tscaffold3924_543911_547872,935,0
tscaffold3937_396975_402688__3774,0.481473,0.775093,0.907264,0.966874,tscaffold3937,tscaffold3937_396975_402688,3774,0
tscaffold3938_239547_243741__3556,0.840432,0.573775,0.613612,0.755477,tscaffold3938,tscaffold3938_239547_243741,3556,0
tscaffold394_210264_213599__3019,0.9506,0.980586,0.564335,0.80804,tscaffold394,tscaffold394_210264_213599,3019,0
tscaffold3942_52639_56668__3366,0.997616,0.683417,0.373268,0.731945,tscaffold3942,tscaffold3942_52639_56668,3366,0
tscaffold394_40551_47237__756,0.67527,0.592625,0.902036,0.403641,tscaffold394,tscaffold394_40551_47237,756,0
tscaffold3960_547202_557703__5126,0.596222,0.712617,0.690205,0.377619,tscaffold3960,tscaffold3960_547202_557703,5126,0
tscaffold3966_210860_213717__486,0.946181,0.646151,0.665633,0.516711,tscaffold3966,tscaffold3966_210860_213717,486,0
tscaffold3967_142566_146750__1298,0.988408,0.176283,0.326142,0.889979,tscaffold3967,tscaffold3967_142566_146750,1298,0
tscaffold3969_388052_399494__6802,0.365701,0.738736,0.625968,0.759384,tscaffold3969,tscaffold3969_388052_399494,6802,0
tscaffold3970_926226_928514__868,0.93703,0.218488,0.589501,0.297893,tscaffold3970,tscaffold3970_926226_928514,868,0
tscaffold3970_964893_975770__4666,0.369608,0.149713,0.526551,0.925137,tscaffold3970,tscaffold3970_964893_975770,4666,0
tscaffold3984_354096_359362__3102,0.696503,0.741148,0.545091,0.648943,tscaffold3984,tscaffold3984_354096_359362,3102,0
tscaffold3993_517033_523074__480,0.845965,0.8766,0.702211,0.623395,tscaffold3993,tscaffold3993_517033_523074,480,0
tscaffold3998_81363_83270__1478,0.342507,0.6883,0.483724,0.542797,tscaffold3998,tscaffold3998_81363_83270,1478,0
tscaffold4007_144155_146741__1157,0.0788428,0.949284,0.122414,0.0632435,tscaffold4007,tscaffold4007_144155_146741,1157,0
tscaffold4010_383268_386462__1574,0.989983,0.50542,0.940264,0.696497,tscaffold4010,tscaffold4010_383268_386462,1574,0
tscaffold4014_963718_967384__1041,0.198551,0.924031,0.594694,0.239829,tscaffold4014,tscaffold4014_963718_967384,1041,0
tscaffold4036_86200_92350__2801,0.926336,0.961489,0.914291,0.78382,tscaffold4036,tscaffold4036_86200_92350,2801,0
tscaffold4037_83518_88763__1850,0.96153,0.730703,0.495793,0.729664,tscaffold4037,tscaffold4037_83518_88763,1850,0
tscaffold4056_130017_132276__72,0.970838,0.217297,0.673578,0.679347,tscaffold4056,tscaffold4056_130017_132276,72,0
tscaffold4063_557062_561450__975,0.904543,0.673184,0.897573,0.699464,tscaffold4063,tscaffold4063_557062_561450,975,0
tscaffold4063_740145_741599__1034,0.250198,0.867795,0.462035,0.956522,tscaffold4063,tscaffold4063_740145_741599,1034,0
tscaffold4078_289899_294883__2472,0.805297,0.811479,0.518194,0.802943,tscaffold4078,tscaffold4078_289899_294883,2472,0
tscaffold410_493437_503687__9103,0.590841,0.322604,0.918144,0.81721,tscaffold410,tscaffold410_493437_503687,9103,0
tscaffold4118_77131_80254__788,0.749088,0.817813,0.601391,0.68984,tscaffold4118,tscaffold4118_77131_80254,788,0
tscaffold4128_279989_283305__2760,0.509831,0.274117,0.522309,0.437394,tscaffold4128,tscaffold4128_279989_283305,2760,0
tscaffold4144_128027_134594__2926,0.618859,0.90088,0.221673,0.595806,tscaffold4144,tscaffold4144_128027_134594,2926,0
tscaffold414_74094_80893__1421,0.961785,0.960834,0.851328,0.883868,tscaffold414,tscaffold414_74094_80893,1421,0
tscaffold4148_18351_20022__750,0.906529,0.938132,0.929717,0.945896,tscaffold4148,tscaffold4148_18351_20022,750,0
tscaffold4156_587251_591485__3711,0.933928,0.663103,0.977326,0.774537,tscaffold4156,tscaffold4156_587251_591485,3711,0
tscaffold4160_257235_266909__454,0.577182,0.0353335,0.83274,0.454683,tscaffold4160,tscaffold4160_257235_266909,454,0
tscaffold4184_688243_689869__749,0.247329,0.855526,0.480193,0.765983,tscaffold4184,tscaffold4184_688243_689869,749,0
tscaffold4192_144992_151160__3195,0.0216721,0.936873,0.049166,0.157855,tscaffold4192,tscaffold4192_144992_151160,3195,1
tscaffold4214_385787_389710__3223,0.38198,0.534865,0.385912,0.758593,tscaffold4214,tscaffold4214_385787_389710,3223,0
tscaffold4234_11506_13559__1583,0.657343,0.828766,0.649704,0.375899,tscaffold4234,tscaffold4234_11506_13559,1583,0
tscaffold423_502345_505777__766,0.901947,0.490407,0.973865,0.787774,tscaffold423,tscaffold423_502345_505777,766,0
tscaffold424_120790_125163__2957,0.85171,0.585436,0.997381,0.734289,tscaffold424,tscaffold424_120790_125163,2957,0
tscaffold424_333255_338356__1393,0.711962,0.823204,0.548326,0.7723,tscaffold424,tscaffold424_333255_338356,1393,0
tscaffold424_396884_404166__1120,0.795069,0.863575,0.861292,0.990432,tscaffold424,tscaffold424_396884_404166,1120,0
tscaffold4246_675044_676697__354,0.557839,0.928791,0.441496,0.919379,tscaffold4246,tscaffold4246_675044_676697,354,0
tscaffold4250_262498_263776__545,0.662953,0.649878,0.429279,0.989667,tscaffold4250,tscaffold4250_262498_263776,545,0
tscaffold4260_177895_188954__8772,0.773104,0.965676,0.793343,0.592399,tscaffold4260,tscaffold4260_177895_188954,8772,0
tscaffold426_76774_79626__860,0.716132,0.691595,0.418079,0.964099,tscaffold426,tscaffold426_76774_79626,860,0
tscaffold4268_376729_381863__3817,0.148201,0.664812,0.260214,0.416169,tscaffold4268,tscaffold4268_376729_381863,3817,0
tscaffold4269_251904_255353__1870,0.888696,0.681219,0.777288,0.69182,tscaffold4269,tscaffold4269_251904_255353,1870,0
tscaffold4272_688362_691227__2120,0.258058,0.274985,0.838518,0.721012,tscaffold4272,tscaffold4272_688362_691227,2120,0
tscaffold4274_336503_343241__1330,0.953339,0.81733,0.269063,0.420498,tscaffold4274,tscaffold4274_336503_343241,1330,0
tscaffold427_602110_606141__1319,0.957184,0.548232,0.965439,0.504871,tscaffold427,tscaffold427_602110_606141,1319,0
tscaffold4283_10380_22627__9738,0.664162,0.826114,0.658325,0.813034,tscaffold4283,tscaffold4283_10380_22627,9738,0
tscaffold4283_505615_510565__3040,0.633934,0.670179,0.188683,0.778493,tscaffold4283,tscaffold4283_505615_510565,3040,0
tscaffold4283_521716_525877__921,0.971155,0.932053,0.942775,0.962285,tscaffold4283,tscaffold4283_521716_525877,921,0
tscaffold4283_579679_582259__470,0.460712,0.678259,0.268198,0.904978,tscaffold4283,tscaffold4283_579679_582259,470,0
tscaffold4292_319305_322810__1036,0.716121,0.734422,0.726796,0.377246,tscaffold4292,tscaffold4292_319305_322810,1036,0
tscaffold4324_217279_221513__1904,0.839314,0.970872,0.983816,0.83655,tscaffold4324,tscaffold4324_217279_221513,1904,0
tscaffold4324_269221_274632__1319,0.576209,0.27734,0.695574,0.182402,tscaffold4324,tscaffold4324_269221_274632,1319,0
tscaffold433_598501_604139__3425,0.847301,0.387971,0.594845,0.929607,tscaffold433,tscaffold433_598501_604139,3425,0
tscaffold4340_129890_134696__4738,0.635073,0.204082,0.959265,0.391111,tscaffold4340,tscaffold4340_129890_134696,4738,0
tscaffold4340_259760_265774__3110,0.490801,0.483736,0.322415,0.324233,tscaffold4340,tscaffold4340_259760_265774,3110,0
tscaffold4343_180147_181821__1356,0.721986,0.869382,0.890859,0.504374,tscaffold4343,tscaffold4343_180147_181821,1356,0
tscaffold4344_25579_31862__2961,0.592638,0.80878,0.762589,0.910864,tscaffold4344,tscaffold4344_25579_31862,2961,0
tscaffold4352_1293786_1298810__1023,0.841753,0.775478,0.88487,0.323569,tscaffold4352,tscaffold4352_1293786_1298810,1023,0
tscaffold4352_3114719_3120334__5415,0.862537,0.512546,0.726793,0.663832,tscaffold4352,tscaffold4352_3114719_3120334,5415,0
tscaffold4357_285935_294204__1698,0.0870113,0.180817,0.422109,0.475384,tscaffold4357,tscaffold4357_285935_294204,1698,0
tscaffold4374_437566_443658__4288,0.380351,0.510541,0.685241,0.269854,tscaffold4374,tscaffold4374_437566_443658,4288,0
tscaffold4385_607798_614406__5377,0.626573,0.894328,0.697198,0.747812,tscaffold4385,tscaffold4385_607798_614406,5377,0
tscaffold4386_1156347_1158448__1192,0.744394,0.996374,0.570217,0.671863,tscaffold4386,tscaffold4386_1156347_1158448,1192,0
tscaffold4386_861643_865755__2538,0.742029,0.680198,0.830028,0.900321,tscaffold4386,tscaffold4386_861643_865755,2538,0
tscaffold4386_95945_97962__1637,0.927337,0.62058,0.386881,0.948541,tscaffold4386,tscaffold4386_95945_97962,1637,0
tscaffold4387_278519_281840__2865,0.569757,0.120698,0.905129,0.366429,tscaffold4387,tscaffold4387_278519_281840,2865,0
tscaffold4411_377262_379248__122,0.846787,0.810697,0.918684,0.947432,tscaffold4411,tscaffold4411_377262_379248,122,0
tscaffold4415_338716_343378__4207,0.869147,0.535934,0.706397,0.496391,tscaffold4415,tscaffold4415_338716_343378,4207,0
tscaffold441_92781_94339__665,0.912365,0.812574,0.818551,0.626955,tscaffold441,tscaffold441_92781_94339,665,0
tscaffold4421_13569_17550__1686,0.67208,0.638779,0.685673,0.823747,tscaffold4421,tscaffold4421_13569_17550,1686,0
tscaffold4439_1058744_1065830__5432,0.340615,0.985915,0.912118,0.867178,tscaffold4439,tscaffold4439_1058744_1065830,5432,0
tscaffold4441_156972_159108__476,0.93623,0.764517,0.993274,0.874184,tscaffold4441,tscaffold4441_156972_159108,476,0
tscaffold4447_1516525_1527251__9313,0.756127,0.824033,0.924602,0.469083,tscaffold4447,tscaffold4447_1516525_1527251,9313,0
